,acc,f1,precision,recall,1/1,0/0,0/1,1/0,model,dataset,rate,length negatives,length positives
199,0.9559,0.9774,0.9559,1.0,0,195,0,9,DropEdgeGCN,Cora,0.25,204,204
200,0.875,0.9333,0.875,1.0,0,7,0,1,RGCN,Cora,0.01,8,8
201,0.875,0.9333,0.875,1.0,0,7,0,1,GCN,Cora,0.01,8,8
202,0.375,0.5455,0.375,1.0,0,3,0,5,SkipNodeGCN,Cora,0.01,8,8
203,0.875,0.9333,0.875,1.0,0,7,0,1,DropEdgeGCN,Cora,0.01,8,8
204,0.8125,0.8966,0.8125,1.0,0,13,0,3,RGCN,Cora,0.02,16,16
205,0.875,0.9333,0.875,1.0,0,14,0,2,GCN,Cora,0.02,16,16
206,0.8125,0.8966,0.8125,1.0,0,13,0,3,SkipNodeGCN,Cora,0.02,16,16
207,0.75,0.8571,0.75,1.0,0,12,0,4,DropEdgeGCN,Cora,0.02,16,16
208,0.9167,0.9565,0.9167,1.0,0,22,0,2,RGCN,Cora,0.03,24,24
209,0.7917,0.8837,0.7917,1.0,0,19,0,5,GCN,Cora,0.03,24,24
210,0.5417,0.7027,0.5417,1.0,0,13,0,11,SkipNodeGCN,Cora,0.03,24,24
211,0.875,0.9333,0.875,1.0,0,21,0,3,DropEdgeGCN,Cora,0.03,24,24
212,0.875,0.9333,0.875,1.0,0,28,0,4,RGCN,Cora,0.04,32,32
213,0.875,0.9333,0.875,1.0,0,28,0,4,GCN,Cora,0.04,32,32
214,0.5625,0.72,0.5625,1.0,0,18,0,14,SkipNodeGCN,Cora,0.04,32,32
215,0.9375,0.9677,0.9375,1.0,0,30,0,2,DropEdgeGCN,Cora,0.04,32,32
216,0.875,0.9333,0.875,1.0,0,35,0,5,RGCN,Cora,0.05,40,40
217,0.775,0.8732,0.775,1.0,0,31,0,9,GCN,Cora,0.05,40,40
218,0.65,0.7879,0.65,1.0,0,26,0,14,SkipNodeGCN,Cora,0.05,40,40
219,0.825,0.9041,0.825,1.0,0,33,0,7,DropEdgeGCN,Cora,0.05,40,40
220,0.898,0.9462,0.898,1.0,0,44,0,5,RGCN,Cora,0.06,49,49
221,0.8163,0.8989,0.8163,1.0,0,40,0,9,GCN,Cora,0.06,49,49
222,0.6735,0.8049,0.6735,1.0,0,33,0,16,SkipNodeGCN,Cora,0.06,49,49
223,0.8163,0.8989,0.8163,1.0,0,40,0,9,DropEdgeGCN,Cora,0.06,49,49
224,0.8772,0.9346,0.8772,1.0,0,50,0,7,RGCN,Cora,0.07,57,57
225,0.8421,0.9143,0.8421,1.0,0,48,0,9,GCN,Cora,0.07,57,57
226,0.5965,0.7473,0.5965,1.0,0,34,0,23,SkipNodeGCN,Cora,0.07,57,57
227,0.8772,0.9346,0.8772,1.0,0,50,0,7,DropEdgeGCN,Cora,0.07,57,57
228,0.9077,0.9516,0.9077,1.0,0,59,0,6,RGCN,Cora,0.08,65,65
229,0.8308,0.9076,0.8308,1.0,0,54,0,11,GCN,Cora,0.08,65,65
230,0.6308,0.7736,0.6308,1.0,0,41,0,24,SkipNodeGCN,Cora,0.08,65,65
231,0.8462,0.9167,0.8462,1.0,0,55,0,10,DropEdgeGCN,Cora,0.08,65,65
232,0.9041,0.9496,0.9041,1.0,0,66,0,7,RGCN,Cora,0.09,73,73
233,0.8767,0.9343,0.8767,1.0,0,64,0,9,GCN,Cora,0.09,73,73
234,0.6301,0.7731,0.6301,1.0,0,46,0,27,SkipNodeGCN,Cora,0.09,73,73
235,0.9178,0.9571,0.9178,1.0,0,67,0,6,DropEdgeGCN,Cora,0.09,73,73
