,acc,f1,precision,recall,1/1,0/0,0/1,1/0,model,dataset,rate,length negatives,length positives
172,0.9973,0.9986,0.9973,1.0,0,367,0,1,RGCN,Photo,0.19,368,368
173,0.9293,0.9634,0.9293,1.0,0,342,0,26,GCN,Photo,0.19,368,368
174,0.9022,0.9486,0.9022,1.0,0,332,0,36,SkipNodeGCN,Photo,0.19,368,368
175,0.9239,0.9605,0.9239,1.0,0,340,0,28,DropEdgeGCN,Photo,0.19,368,368
176,0.9691,0.9843,0.9691,1.0,0,376,0,12,RGCN,Photo,0.2,388,388
177,0.8969,0.9457,0.8969,1.0,0,348,0,40,GCN,Photo,0.2,388,388
178,0.9072,0.9514,0.9072,1.0,0,352,0,36,SkipNodeGCN,Photo,0.2,388,388
179,0.9381,0.9681,0.9381,1.0,0,364,0,24,DropEdgeGCN,Photo,0.2,388,388
180,0.9656,0.9825,0.9656,1.0,0,393,0,14,RGCN,Photo,0.21,407,407
181,0.9214,0.9591,0.9214,1.0,0,375,0,32,GCN,Photo,0.21,407,407
182,0.914,0.9551,0.914,1.0,0,372,0,35,SkipNodeGCN,Photo,0.21,407,407
183,0.9509,0.9748,0.9509,1.0,0,387,0,20,DropEdgeGCN,Photo,0.21,407,407
184,0.9836,0.9917,0.9836,1.0,0,420,0,7,RGCN,Photo,0.22,427,427
185,0.918,0.9573,0.918,1.0,0,392,0,35,GCN,Photo,0.22,427,427
186,0.9227,0.9598,0.9227,1.0,0,394,0,33,SkipNodeGCN,Photo,0.22,427,427
187,0.9157,0.956,0.9157,1.0,0,391,0,36,DropEdgeGCN,Photo,0.22,427,427
188,0.991,0.9955,0.991,1.0,0,442,0,4,RGCN,Photo,0.23,446,446
189,0.9395,0.9688,0.9395,1.0,0,419,0,27,GCN,Photo,0.23,446,446
190,0.8857,0.9394,0.8857,1.0,0,395,0,51,SkipNodeGCN,Photo,0.23,446,446
191,0.9552,0.9771,0.9552,1.0,0,426,0,20,DropEdgeGCN,Photo,0.23,446,446
192,0.9914,0.9957,0.9914,1.0,0,461,0,4,RGCN,Photo,0.24,465,465
193,0.9161,0.9562,0.9161,1.0,0,426,0,39,GCN,Photo,0.24,465,465
194,0.9204,0.9586,0.9204,1.0,0,428,0,37,SkipNodeGCN,Photo,0.24,465,465
195,0.9462,0.9724,0.9462,1.0,0,440,0,25,DropEdgeGCN,Photo,0.24,465,465
196,0.9773,0.9885,0.9773,1.0,0,474,0,11,RGCN,Photo,0.25,485,485
197,0.9278,0.9626,0.9278,1.0,0,450,0,35,GCN,Photo,0.25,485,485
198,0.8845,0.9387,0.8845,1.0,0,429,0,56,SkipNodeGCN,Photo,0.25,485,485
199,0.9216,0.9592,0.9216,1.0,0,447,0,38,DropEdgeGCN,Photo,0.25,485,485
200,0.5789,0.7333,0.5789,1.0,0,11,0,8,RGCN,Photo,0.01,19,19
201,0.6842,0.8125,0.6842,1.0,0,13,0,6,GCN,Photo,0.01,19,19
202,0.7895,0.8824,0.7895,1.0,0,15,0,4,SkipNodeGCN,Photo,0.01,19,19
203,0.6842,0.8125,0.6842,1.0,0,13,0,6,DropEdgeGCN,Photo,0.01,19,19
204,0.7105,0.8308,0.7105,1.0,0,27,0,11,RGCN,Photo,0.02,38,38
205,0.7895,0.8824,0.7895,1.0,0,30,0,8,GCN,Photo,0.02,38,38
206,0.8158,0.8986,0.8158,1.0,0,31,0,7,SkipNodeGCN,Photo,0.02,38,38
207,0.8158,0.8986,0.8158,1.0,0,31,0,7,DropEdgeGCN,Photo,0.02,38,38
208,0.931,0.9643,0.931,1.0,0,54,0,4,RGCN,Photo,0.03,58,58
209,0.8793,0.9358,0.8793,1.0,0,51,0,7,GCN,Photo,0.03,58,58
210,0.8276,0.9057,0.8276,1.0,0,48,0,10,SkipNodeGCN,Photo,0.03,58,58
211,0.8448,0.9159,0.8448,1.0,0,49,0,9,DropEdgeGCN,Photo,0.03,58,58
212,0.7792,0.8759,0.7792,1.0,0,60,0,17,RGCN,Photo,0.04,77,77
213,0.7792,0.8759,0.7792,1.0,0,60,0,17,GCN,Photo,0.04,77,77
214,0.8571,0.9231,0.8571,1.0,0,66,0,11,SkipNodeGCN,Photo,0.04,77,77
215,0.9221,0.9595,0.9221,1.0,0,71,0,6,DropEdgeGCN,Photo,0.04,77,77
216,0.6289,0.7722,0.6289,1.0,0,61,0,36,RGCN,Photo,0.05,97,97
217,0.9072,0.9514,0.9072,1.0,0,88,0,9,GCN,Photo,0.05,97,97
218,0.9175,0.957,0.9175,1.0,0,89,0,8,SkipNodeGCN,Photo,0.05,97,97
219,0.7938,0.8851,0.7938,1.0,0,77,0,20,DropEdgeGCN,Photo,0.05,97,97
220,0.8707,0.9309,0.8707,1.0,0,101,0,15,RGCN,Photo,0.06,116,116
221,0.8966,0.9455,0.8966,1.0,0,104,0,12,GCN,Photo,0.06,116,116
222,0.9224,0.9596,0.9224,1.0,0,107,0,9,SkipNodeGCN,Photo,0.06,116,116
223,0.9397,0.9689,0.9397,1.0,0,109,0,7,DropEdgeGCN,Photo,0.06,116,116
224,0.963,0.9811,0.963,1.0,0,130,0,5,RGCN,Photo,0.07,135,135
225,0.8444,0.9157,0.8444,1.0,0,114,0,21,GCN,Photo,0.07,135,135
226,0.9481,0.9734,0.9481,1.0,0,128,0,7,SkipNodeGCN,Photo,0.07,135,135
227,0.9259,0.9615,0.9259,1.0,0,125,0,10,DropEdgeGCN,Photo,0.07,135,135
228,0.8774,0.9347,0.8774,1.0,0,136,0,19,RGCN,Photo,0.08,155,155
229,0.8968,0.9456,0.8968,1.0,0,139,0,16,GCN,Photo,0.08,155,155
230,0.8387,0.9123,0.8387,1.0,0,130,0,25,SkipNodeGCN,Photo,0.08,155,155
231,0.8903,0.942,0.8903,1.0,0,138,0,17,DropEdgeGCN,Photo,0.08,155,155
232,0.9195,0.9581,0.9195,1.0,0,160,0,14,RGCN,Photo,0.09,174,174
233,0.9138,0.955,0.9138,1.0,0,159,0,15,GCN,Photo,0.09,174,174
234,0.8563,0.9226,0.8563,1.0,0,149,0,25,SkipNodeGCN,Photo,0.09,174,174
235,0.9138,0.955,0.9138,1.0,0,159,0,15,DropEdgeGCN,Photo,0.09,174,174
236,0.9588,0.9789,0.9588,1.0,0,186,0,8,RGCN,Photo,0.1,194,194
237,0.9072,0.9514,0.9072,1.0,0,176,0,18,GCN,Photo,0.1,194,194
238,0.9124,0.9542,0.9124,1.0,0,177,0,17,SkipNodeGCN,Photo,0.1,194,194
239,0.8969,0.9457,0.8969,1.0,0,174,0,20,DropEdgeGCN,Photo,0.1,194,194
240,0.9718,0.9857,0.9718,1.0,0,207,0,6,RGCN,Photo,0.11,213,213
241,0.9014,0.9481,0.9014,1.0,0,192,0,21,GCN,Photo,0.11,213,213
242,0.9577,0.9784,0.9577,1.0,0,204,0,9,SkipNodeGCN,Photo,0.11,213,213
243,0.9202,0.9584,0.9202,1.0,0,196,0,17,DropEdgeGCN,Photo,0.11,213,213
244,0.9784,0.9891,0.9784,1.0,0,227,0,5,RGCN,Photo,0.12,232,232
245,0.8621,0.9259,0.8621,1.0,0,200,0,32,GCN,Photo,0.12,232,232
246,0.8621,0.9259,0.8621,1.0,0,200,0,32,SkipNodeGCN,Photo,0.12,232,232
247,0.9353,0.9666,0.9353,1.0,0,217,0,15,DropEdgeGCN,Photo,0.12,232,232
248,0.9802,0.99,0.9802,1.0,0,247,0,5,RGCN,Photo,0.13,252,252
249,0.8532,0.9208,0.8532,1.0,0,215,0,37,GCN,Photo,0.13,252,252
