,acc,f1,precision,recall,1/1,0/0,0/1,1/0,model,dataset,rate,length negatives,length positives
81,0.8336,0.7913,0.7566,0.8292,6097,10017,1961,1256,RGCN,PubMed,0.05,386,386
82,0.8482,0.8018,0.7963,0.8074,5937,10459,1519,1416,RGAT,PubMed,0.05,386,386
83,0.8304,0.7693,0.7971,0.7434,5466,10587,1391,1887,RGraphSage,PubMed,0.05,386,386
84,0.4862,0.5819,0.4152,0.9724,6774,2436,9542,192,GCN,PubMed,0.1,773,773
85,0.5618,0.59,0.4497,0.8576,5974,4668,7310,992,GAT,PubMed,0.1,773,773
86,0.5591,0.5851,0.4474,0.8455,5890,4702,7276,1076,GraphSage,PubMed,0.1,773,773
87,0.8364,0.767,0.8051,0.7323,5101,10743,1235,1865,RGCN,PubMed,0.1,773,773
88,0.8487,0.7919,0.8012,0.7828,5453,10625,1353,1513,RGAT,PubMed,0.1,773,773
89,0.8272,0.7349,0.8433,0.6512,4536,11135,843,2430,RGraphSage,PubMed,0.1,773,773
90,0.541,0.6033,0.4349,0.9845,6477,3563,8415,102,GCN,PubMed,0.15,1160,1160
91,0.577,0.6034,0.4519,0.9077,5972,4735,7243,607,GAT,PubMed,0.15,1160,1160
92,0.5594,0.5635,0.4343,0.8024,5279,5101,6877,1300,GraphSage,PubMed,0.15,1160,1160
93,0.827,0.7236,0.8346,0.6387,4202,11145,833,2377,RGCN,PubMed,0.15,1160,1160
94,0.8306,0.73,0.8391,0.646,4250,11163,815,2329,RGAT,PubMed,0.15,1160,1160
95,0.8343,0.7406,0.8324,0.6671,4389,11094,884,2190,RGraphSage,PubMed,0.15,1160,1160
96,0.516,0.573,0.4097,0.9528,5900,3476,8502,292,GCN,PubMed,0.2,1547,1547
97,0.6173,0.62,0.4685,0.9163,5674,5542,6436,518,GAT,PubMed,0.2,1547,1547
98,0.5552,0.5522,0.4203,0.8049,4984,5104,6874,1208,GraphSage,PubMed,0.2,1547,1547
99,0.8118,0.6756,0.8188,0.5751,3561,11190,788,2631,RGCN,PubMed,0.2,1547,1547
100,0.8205,0.6939,0.8285,0.5969,3696,11213,765,2496,RGAT,PubMed,0.2,1547,1547
101,0.8021,0.6256,0.8804,0.4851,3004,11570,408,3188,RGraphSage,PubMed,0.2,1547,1547
102,0.5111,0.5545,0.3946,0.932,5410,3679,8299,395,GCN,PubMed,0.25,1934,1934
103,0.5687,0.5666,0.4216,0.8636,5013,5101,6877,792,GAT,PubMed,0.25,1934,1934
104,0.5504,0.5406,0.4056,0.8103,4704,5084,6894,1101,GraphSage,PubMed,0.25,1934,1934
105,0.8225,0.6749,0.839,0.5645,3277,11349,629,2528,RGCN,PubMed,0.25,1934,1934
106,0.8143,0.6567,0.8282,0.544,3158,11323,655,2647,RGAT,PubMed,0.25,1934,1934
